37.44325071,55.98209166,189.1910
37.44184297,55.98296420,190.7054
37.44106228,55.98352025,191.6136
37.44132463,55.98354985,191.5134
37.44278672,55.98297392,190.2533
37.44541423,55.98180679,187.9288
37.44888177,55.98015188,186.1244
37.45276093,55.97814489,186.9361
37.45677490,55.97588774,191.4207
37.46075620,55.97345313,199.9872
37.46460637,55.97089246,212.6953
37.46826946,55.96824219,229.4270
37.47171552,55.96552846,249.9817
37.47492298,55.96276832,273.9025
37.47785407,55.95996756,299.9891
37.48047909,55.95712918,327.1762
37.48277935,55.95425572,354.6773
37.48474360,55.95134940,381.9011
37.48636560,55.94841211,408.3976
37.48764268,55.94544557,433.8200
37.48857460,55.94245126,457.8997
37.48916291,55.93943054,480.4269
37.48941036,55.93638462,501.2378
37.48932059,55.93331460,520.2041
37.48889786,55.93022148,537.2259
37.48814681,55.92710618,552.2256
37.48707266,55.92396959,565.1451
37.48570007,55.92081487,576.0568
37.48408118,55.91764867,585.2076
37.48226267,55.91447711,592.8161
37.48028472,55.91130566,599.0642
37.47818278,55.90813942,604.1057
37.47598893,55.90498319,608.0730
37.47373295,55.90184171,611.0816
37.47144315,55.89871972,613.2341
37.46914717,55.89562211,614.6232
37.46687270,55.89255404,615.3341
37.46464820,55.88952108,615.4462
37.46250368,55.88652939,615.0358
37.46047162,55.88358588,614.1774
37.45858811,55.88069853,612.9461
37.45689428,55.87787665,611.4195
37.45543830,55.87513147,609.6808
37.45427814,55.87247672,607.8227
37.45348575,55.86992971,605.9525
37.45313444,55.86750848,604.1755
37.45323690,55.86521709,602.5180
37.45378097,55.86305374,600.9832
37.45474282,55.86101367,599.5731
37.45608383,55.85908833,598.2873
37.45774728,55.85726448,597.1228
37.45965546,55.85552336,596.0726
37.46170757,55.85384000,595.1258
37.46377951,55.85218312,594.2661
37.46572627,55.85051556,593.4726
37.46738761,55.84879563,592.7195
37.46859682,55.84697939,591.9777
37.46919177,55.84502343,591.2163
37.46906723,55.84289654,590.4216
37.46829747,55.84060593,589.6473
37.46699894,55.83816826,588.9612
37.46528551,55.83560028,588.4268
37.46326687,55.83291855,588.1031
37.46104730,55.83013925,588.0438
37.45872465,55.82727795,588.2972
37.45638965,55.82434946,588.9058
37.45412543,55.82136775,589.9065
37.45200738,55.81834581,591.3308
37.45010307,55.81529567,593.2051
37.44847247,55.81222832,595.5508
37.44716506,55.80915391,598.3760
37.44617875,55.80608358,601.5596
37.44548030,55.80302913,604.8971
37.44504247,55.80000199,608.1963
37.44484344,55.79701367,611.2707
37.44486570,55.79407630,613.9309
37.44509534,55.79120315,615.9765
37.44552152,55.78840930,617.1863
37.44613622,55.78571247,617.3061
37.44693420,55.78313429,616.0320
37.44791314,55.78070207,612.9853
37.44907413,55.77845178,607.6732
37.45042274,55.77643298,599.4214
37.45197112,55.77471773,587.2565
37.45374426,55.77337797,570.3173
37.45577030,55.77242499,548.7870
37.45805466,55.77181700,523.6135
37.46057029,55.77146174,496.3524
37.46326374,55.77124062,468.7445
37.46607282,55.77104332,442.2366
37.46894276,55.77078964,417.7491
37.47183325,55.77043217,395.7155
37.47471791,55.76994865,376.2369
37.47758098,55.76933271,359.2288
37.48041377,55.76858678,344.5200
37.48321220,55.76772276,331.8516
37.48597488,55.76676981,320.7943
37.48870077,55.76575224,311.0066
37.49138876,55.76468749,302.2468
37.49403761,55.76358873,294.3357
37.49664592,55.76246636,287.1361
37.49921216,55.76132889,280.5391
37.50173459,55.76018352,274.4565
37.50421126,55.75903654,268.8152
37.50664003,55.75789362,263.5530
37.50901845,55.75676000,258.6164
37.51134383,55.75564068,253.9582
37.51361310,55.75454049,249.5361
37.51582285,55.75346428,245.3115
37.51796919,55.75241701,241.2485
37.52004773,55.75140380,237.3128
37.52205345,55.75043014,233.4713
37.52398060,55.74950194,229.6912
37.52582253,55.74862570,225.9391
37.52757150,55.74780871,222.1806
37.52921844,55.74705927,218.3789
37.53075261,55.74638690,214.4942
37.53216583,55.74579873,210.4984
37.53345688,55.74529575,206.3886
37.53462571,55.74487799,202.1646
37.53567283,55.74454508,197.8269
